38,7
29,17
19,3
8,27
27,10
34,13
37,4
7,6
65,45
25,14
11,31
18,17
13,6
5,21
34,3
61,34
67,63
59,37
69,66
25,1
35,65
35,59
40,69
2,17
15,9
19,40
37,5
15,33
27,14
34,61
10,41
37,3
1,1
11,21
59,47
33,0
52,39
54,65
55,60
61,33
65,54
37,11
59,67
7,34
66,63
3,25
61,49
5,11
9,29
51,47
51,41
14,25
11,43
57,66
47,47
7,7
25,17
31,41
7,42
34,11
31,3
40,61
69,53
63,47
30,13
38,15
29,60
29,67
13,27
45,67
63,65
12,3
33,12
3,26
25,37
51,68
33,8
25,15
5,3
64,33
9,38
8,29
64,31
15,37
59,53
63,62
11,7
57,32
58,61
1,32
23,36
33,1
61,40
56,63
57,59
1,17
35,7
7,18
27,42
49,41
19,9
31,64
13,3
7,9
7,36
14,37
31,19
62,43
30,69
55,49
53,44
56,55
11,34
23,3
61,47
37,12
13,8
52,65
22,29
29,15
49,68
69,47
3,2
29,1
35,70
69,62
51,59
29,59
23,37
40,65
9,23
31,57
53,46
14,5
68,49
15,11
5,19
36,61
60,33
61,39
65,35
9,10
51,56
29,61
19,35
19,11
63,52
69,57
63,36
4,7
65,69
3,15
1,24
21,5
51,54
17,33
69,41
27,17
6,13
39,63
31,65
50,65
21,32
0,9
3,12
12,45
66,33
51,53
67,40
7,29
69,65
4,33
9,9
21,35
9,27
39,64
66,57
59,34
64,57
13,21
57,35
51,61
5,7
8,17
25,13
27,6
31,69
39,12
55,61
59,69
17,7
28,43
36,65
14,1
67,31
50,33
50,45
47,60
63,33
61,64
61,66
59,45
22,15
20,37
17,11
66,69
39,14
38,67
30,3
51,67
27,37
27,15
63,43
10,43
58,47
43,57
3,30
14,11
49,50
23,11
31,59
2,21
30,23
15,4
31,2
55,45
7,39
31,10
37,61
67,69
65,55
33,5
58,35
29,7
70,35
21,27
35,69
33,11
27,1
53,68
17,28
19,31
1,28
57,43
63,51
63,67
56,67
61,41
68,63
21,34
41,13
67,37
63,61
59,63
23,1
69,59
67,41
64,37
33,15
31,21
41,14
3,23
32,5
13,26
13,11
59,64
69,64
4,21
51,63
67,36
55,47
36,19
41,11
57,41
3,34
49,44
69,38
43,12
24,39
66,51
25,5
63,59
19,39
52,53
20,7
58,41
39,60
35,15
59,62
53,67
61,35
9,1
57,67
47,48
21,7
53,63
11,37
69,67
57,68
3,1
67,45
15,13
69,68
53,64
14,39
10,9
20,3
7,32
57,65
49,11
16,19
62,45
35,21
3,10
69,69
57,49
25,40
65,66
44,15
52,57
25,11
69,39
12,11
13,28
33,6
61,56
9,7
1,3
65,56
17,12
49,69
6,27
67,51
21,17
7,25
43,13
39,65
65,65
59,40
53,53
7,8
33,62
40,5
9,33
20,1
12,23
5,5
36,9
21,31
45,68
13,32
65,37
25,16
30,25
55,46
39,13
21,33
2,3
5,1
4,3
57,45
11,29
23,35
33,16
7,15
65,51
11,39
9,35
3,8
28,7
42,67
1,13
54,43
13,29
22,35
69,43
65,41
9,19
29,4
51,55
47,67
13,7
63,60
31,1
0,23
3,29
11,1
1,11
21,14
67,67
28,15
39,69
52,61
3,5
69,34
15,5
41,12
11,25
49,66
33,7
26,9
17,36
17,21
33,61
43,55
19,5
7,1
6,29
59,42
62,55
11,27
51,43
63,63
27,24
59,35
9,41
38,17
9,11
5,15
29,3
65,39
54,61
10,45
1,9
63,48
9,39
27,12
47,64
55,43
14,35
62,39
59,49
22,41
19,12
55,55
12,1
11,30
9,5
33,65
57,64
26,5
10,39
61,62
63,37
37,13
44,67
15,41
57,60
69,35
68,45
60,37
28,1
62,69
26,37
69,45
5,10
43,67
13,2
51,49
10,33
3,21
51,62
68,55
11,47
67,68
19,15
64,45
43,65
39,5
24,9
1,29
6,15
28,5
60,53
5,0
13,37
54,59
35,64
17,27
57,37
69,51
65,42
31,9
35,1
45,63
25,3
59,65
25,35
15,55
67,48
31,15
9,20
67,39
27,38
11,33
69,48
62,63
59,41
20,35
59,70
12,37
27,35
68,39
15,8
65,40
5,25
57,55
47,66
7,21
25,42
15,7
49,61
25,20
17,10
53,43
39,67
70,51
57,51
67,33
21,37
59,61
3,18
67,35
